City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Weather Description
327,Lompoc,34.6391,-120.4579,87.01,82,100,8.05,US,overcast clouds
328,Diu,20.7141,70.9822,77.45,75,72,11.41,IN,broken clouds
329,Batemans Bay,-35.7167,150.1833,58.1,96,100,12.82,AU,light rain
330,Bamako,12.65,-8.0,68.41,100,20,2.3,ML,few clouds
331,Vestmannaeyjar,63.4427,-20.2734,45.32,70,91,13.49,IS,overcast clouds
332,Chumikan,54.7183,135.315,33.62,57,33,20.49,RU,scattered clouds
333,Oistins,13.0667,-59.5333,80.69,78,75,13.8,BB,broken clouds
334,Turukhansk,65.8167,87.9833,29.79,87,99,6.69,RU,overcast clouds
335,Hernani,43.2662,-1.9762,64.0,82,100,2.3,ES,overcast clouds
336,Greytown,-29.0642,30.5928,62.46,82,21,3.24,ZA,few clouds
337,Bonthe,7.5264,-12.505,76.84,90,100,2.98,SL,moderate rain
338,Nizhniy Tsasuchey,50.5167,115.1333,28.9,58,10,3.85,RU,clear sky
339,Ust-Kulom,61.6864,53.6902,41.86,93,100,6.29,RU,light rain
340,Khanpur,28.6453,70.6567,79.38,27,0,9.17,PK,clear sky
341,Bubaque,11.2833,-15.8333,81.64,80,31,6.38,GW,light rain
342,Sinnamary,5.3833,-52.95,79.81,84,3,11.1,GF,clear sky
343,Port Hedland,-20.3167,118.5667,77.05,65,2,4.61,AU,clear sky
344,Imeni Zhelyabova,58.9544,36.5956,39.0,97,74,3.71,RU,broken clouds
345,Kuytun,54.3419,101.5036,31.68,96,100,2.53,RU,overcast clouds
346,Seymchan,62.8833,152.4333,20.35,86,100,15.77,RU,light snow
347,Lafia,8.4833,8.5167,74.57,92,53,2.04,NG,light rain
348,Buchanan,5.8808,-10.0467,76.44,89,96,4.34,LR,light rain
349,Berbera,10.4396,45.0143,86.29,70,90,2.89,SO,overcast clouds
350,Morgan City,29.6994,-91.2068,75.0,78,0,3.44,US,clear sky
351,Zelenoborskiy,66.845,32.3622,43.84,94,93,9.53,RU,overcast clouds
352,Divnomorskoye,44.5011,38.1353,54.57,76,0,7.99,RU,clear sky
353,Yuci,37.6803,112.7319,44.35,87,40,0.0,CN,mist
354,Krasnoarmeysk,51.0239,45.6969,48.78,74,35,8.72,RU,scattered clouds
355,Sao Filipe,14.8961,-24.4956,79.09,83,54,9.91,CV,broken clouds
356,Bermejillo,25.8833,-103.6167,78.84,31,1,4.94,MX,clear sky
357,Navahrudak,53.6,25.8333,45.01,91,95,7.58,BY,overcast clouds
358,Constitucion,-35.3333,-72.4167,50.18,89,36,7.65,CL,scattered clouds
359,Waingapu,-9.6567,120.2641,82.9,72,98,9.73,ID,overcast clouds
360,Vardo,70.3705,31.1107,42.78,81,75,20.71,NO,broken clouds
361,Leh,34.1667,77.5833,43.14,50,0,3.74,IN,clear sky
362,Pangody,65.85,74.4859,31.35,90,33,6.64,RU,scattered clouds
363,Hobyo,5.3505,48.5268,76.84,87,54,15.93,SO,broken clouds
364,Okhotsk,59.3833,143.3,31.96,48,100,13.42,RU,overcast clouds
365,Matara,5.9485,80.5353,76.73,89,100,12.24,LK,overcast clouds
366,Kitimat,54.0524,-128.6534,62.91,30,99,1.01,CA,overcast clouds
367,Igrim,63.1906,64.4162,43.07,97,100,6.6,RU,overcast clouds
368,Grand Gaube,-20.0064,57.6608,70.2,76,84,3.0,MU,broken clouds
369,Ondangwa,-17.9167,15.95,71.6,26,19,3.44,NA,few clouds
370,Esperance,-33.8667,121.9,49.84,61,63,19.44,AU,broken clouds
371,Beringovskiy,63.05,179.3167,46.99,87,98,28.74,RU,overcast clouds
372,Vila Velha,-20.3297,-40.2925,75.15,88,40,5.75,BR,scattered clouds
373,Vao,-22.6667,167.4833,70.83,59,98,11.36,NC,overcast clouds
374,Saint-Georges,12.0564,-61.7485,80.28,89,75,20.71,GD,broken clouds
375,Balabac,7.9868,117.0645,83.86,73,96,5.08,PH,overcast clouds
376,Rovaniemi,66.5,25.7167,45.81,100,100,12.66,FI,light intensity drizzle
377,Ulladulla,-35.35,150.4667,59.9,94,100,16.24,AU,light rain
378,Shimoda,34.6667,138.95,59.36,90,100,18.72,JP,overcast clouds
379,Nizhniy Kuranakh,58.8353,125.4869,28.94,95,100,10.87,RU,light snow
380,Rantepao,-2.9701,119.8978,71.69,92,100,1.34,ID,overcast clouds
381,Krasnyy Yar,46.5331,48.3456,58.96,76,100,13.6,RU,overcast clouds
382,Mayo,38.8876,-76.5119,62.94,93,75,1.01,US,broken clouds
383,Muzhi,65.3667,64.6667,40.64,99,100,6.6,RU,light rain
384,Koplik,42.2136,19.4364,59.38,55,100,3.49,AL,overcast clouds
385,Doume,4.2333,13.45,67.06,99,93,2.55,CM,light rain
386,Durusu,41.3053,28.6767,65.84,70,53,20.0,TR,broken clouds
387,Marystown,47.1666,-55.1483,49.96,79,51,2.1,CA,broken clouds
388,North Bend,43.4065,-124.2243,76.24,94,75,13.8,US,mist
389,Verdun,49.25,5.3333,63.81,89,47,12.21,FR,scattered clouds
390,Linxia,35.6003,103.2064,45.09,87,100,1.32,CN,overcast clouds
391,Liku,-0.7275,119.8922,80.24,80,100,1.59,ID,overcast clouds
392,Asosa,10.0667,34.5333,59.72,95,97,1.99,ET,moderate rain
393,Narsaq,60.9167,-46.05,37.62,88,92,5.79,GL,overcast clouds
394,Serebryanyy Bor,56.8,124.8,25.03,91,100,11.74,RU,light snow
395,Belyy,55.8402,32.9419,46.06,99,100,4.61,RU,overcast clouds
396,Subotica,46.1,19.6667,53.62,65,100,6.6,RS,overcast clouds
397,Beroroha,-21.6667,45.1667,75.2,39,0,3.85,MG,clear sky
398,Bolshaya Glushitsa,50.2406,43.5908,47.95,79,69,10.04,RU,broken clouds
399,Jiazi,22.8779,116.067,79.47,76,60,16.17,CN,broken clouds
400,Cravo Norte,6.3017,-70.2041,83.86,65,99,0.92,CO,overcast clouds
401,Dekar,-21.5333,21.9333,72.73,20,0,9.28,BW,clear sky
402,Altamont,42.2068,-121.7372,83.79,23,0,3.0,US,clear sky
403,Itaituba,-4.2761,-55.9836,84.67,51,95,1.77,BR,overcast clouds
404,Riverton,40.5219,-111.9391,76.24,33,0,8.05,US,clear sky
405,Charlestown,-32.95,151.6667,65.98,91,100,8.19,AU,overcast clouds
406,Fortuna,40.5982,-124.1573,63.93,77,13,5.99,US,few clouds
407,Muros,42.7762,-9.0603,66.09,82,99,14.79,ES,overcast clouds
408,Omsukchan,62.5333,155.8,14.65,83,100,8.97,RU,overcast clouds
409,Yar-Sale,66.8333,70.8333,32.63,91,48,10.87,RU,scattered clouds
410,Nouakchott,18.0858,-15.9785,87.06,50,53,5.84,MR,broken clouds
411,Murud,18.3258,72.965,78.4,89,94,5.79,IN,overcast clouds
412,Bilma,18.6853,12.9164,87.24,19,24,4.54,NE,few clouds
413,Orizona,-17.0314,-48.2958,73.29,70,66,6.55,BR,broken clouds
414,Ranong,9.9658,98.6348,78.73,90,100,4.54,TH,light rain
415,Tarko-Sale,64.9225,77.785,33.28,75,99,2.84,RU,overcast clouds
416,Savannah Bight,16.45,-85.85,79.68,81,100,11.14,HN,overcast clouds
417,Najran,17.4924,44.1277,75.85,27,69,2.17,SA,broken clouds
418,Mwingi,-0.9344,38.0601,66.65,76,65,7.96,KE,broken clouds
419,Karratha,-20.7377,116.8463,78.17,36,6,15.26,AU,clear sky
420,Maraba,-5.3686,-49.1178,80.78,69,20,4.61,BR,few clouds
421,Codrington,-38.2667,141.9667,60.13,85,99,12.5,AU,overcast clouds
422,Mana,5.6592,-53.7767,79.65,85,24,11.56,GF,few clouds
423,Meghri,38.9029,46.2446,67.12,56,11,3.13,AM,few clouds
424,Banda Aceh,5.5577,95.3222,77.67,83,100,10.87,ID,overcast clouds
425,Diamantino,-14.4086,-56.4461,80.67,62,81,7.11,BR,broken clouds
426,Agadez,19.75,10.25,83.26,22,4,14.16,NE,clear sky
427,Hanover,52.3705,9.7332,65.25,77,40,14.97,DE,light rain
428,Kichera,55.9375,110.0997,23.4,73,67,3.49,RU,broken clouds
429,Farah,32.5,62.5,60.69,19,0,4.29,AF,clear sky
430,Hohhot,40.8106,111.6522,43.09,33,0,8.95,CN,clear sky
431,Ahvaz,31.3203,48.6693,78.75,21,0,2.3,IR,clear sky
432,Ust-Nera,64.5667,143.2,13.37,88,100,3.6,RU,overcast clouds
433,Huaiyin,33.5886,119.0192,51.8,90,100,6.22,CN,overcast clouds
434,Maldonado,-34.6667,-54.9167,60.19,85,66,9.6,UY,broken clouds
435,Chapais,49.7834,-74.8492,56.98,97,98,8.5,CA,overcast clouds
436,Vila Franca Do Campo,37.7167,-25.4333,70.2,87,98,11.52,PT,overcast clouds
437,Dordrecht,51.81,4.6736,59.0,77,64,5.01,NL,broken clouds
438,Sakakah,29.9697,40.2064,80.17,18,15,6.04,SA,few clouds
439,Carutapera,-1.195,-46.02,79.54,79,8,10.31,BR,clear sky
440,Kuusamo,65.9667,29.1833,44.64,93,100,14.97,FI,light intensity drizzle
441,Wageningen,51.9667,5.6667,57.29,92,20,9.22,NL,few clouds
442,Daru,-9.0763,143.2092,81.84,86,82,16.31,PG,broken clouds
443,Astoria,46.1879,-123.8313,66.09,81,0,8.05,US,clear sky
444,Elmadag,39.9208,33.2308,53.73,74,88,7.7,TR,overcast clouds
445,Petropavlovsk-Kamchatskiy,53.0452,158.6483,46.99,46,75,8.95,RU,broken clouds
446,Ciamis,-7.3257,108.3534,73.2,96,96,1.54,ID,overcast clouds
447,Labuhan,-6.8844,112.2051,79.54,79,100,12.88,ID,overcast clouds
448,Porto Novo,6.4965,2.6036,78.62,90,46,5.46,BJ,scattered clouds
449,Port Moresby,-9.4431,147.1797,83.62,74,40,11.5,PG,haze
450,Moengo,5.6167,-54.4,77.34,87,21,4.03,SR,few clouds
451,Neiafu,-18.65,-173.9833,84.88,74,75,10.36,TO,broken clouds
452,Morondava,-20.2833,44.2833,75.4,83,1,7.45,MG,clear sky
453,Grindavik,63.8424,-22.4338,41.47,87,75,3.44,IS,broken clouds
454,Wattegama,6.7989,81.4808,73.71,86,100,5.12,LK,overcast clouds
455,Slavonski Brod,45.1603,18.0156,54.37,70,100,1.41,HR,overcast clouds
456,Merauke,-8.4667,140.3333,83.07,76,100,11.03,ID,overcast clouds
457,Arroyo,41.6096,-4.7969,58.59,71,40,11.5,ES,scattered clouds
458,Shaowu,27.3409,117.4831,69.3,92,99,2.15,CN,overcast clouds
459,Inhambane,-23.865,35.3833,70.32,92,0,7.56,MZ,clear sky
460,Cayenne,4.9333,-52.3333,78.84,83,20,3.44,GF,few clouds
461,Armidale,-30.5167,151.65,48.92,91,100,4.54,AU,overcast clouds
462,Araouane,18.9048,-3.5265,93.92,21,47,4.88,ML,scattered clouds
463,Hof,50.3167,11.9167,57.49,87,20,10.36,DE,few clouds
464,Krasnyy Chikoy,50.3643,108.7512,26.13,71,10,1.81,RU,clear sky
465,Chimbote,-9.0853,-78.5783,60.62,83,19,10.69,PE,few clouds
466,Amahai,-3.3333,128.9167,82.51,74,72,1.39,ID,broken clouds
467,Virtsu,58.5716,23.5115,56.98,87,100,21.3,EE,overcast clouds
468,Santa Cruz De La Palma,28.6835,-17.7642,78.13,78,20,8.05,ES,few clouds
469,Male,4.1748,73.5089,81.21,78,98,18.99,MV,overcast clouds
470,Stornoway,58.2093,-6.3865,48.92,88,75,17.27,GB,broken clouds
471,College,64.8569,-147.8028,48.2,70,40,0.0,US,scattered clouds
472,Caravelas,-17.7125,-39.2481,75.74,80,88,7.34,BR,overcast clouds
473,Baykit,61.67,96.37,28.51,98,99,3.33,RU,overcast clouds
474,Coimbra,40.2056,-8.4195,58.93,90,36,1.34,PT,scattered clouds
475,Marzuq,14.4,46.4667,71.74,56,27,0.51,YE,scattered clouds
476,Kruisfontein,-34.0033,24.7314,52.88,88,63,5.37,ZA,broken clouds
477,Tucumcari,35.1717,-103.725,62.94,94,100,11.5,US,overcast clouds
478,Sungaipenuh,-2.0833,101.3833,67.06,92,98,1.39,ID,overcast clouds
479,Coihaique,-45.5752,-72.0662,38.5,99,85,6.29,CL,moderate rain
480,Gat,31.61,34.7642,72.81,100,0,3.69,IL,clear sky
481,Yaan,7.3833,8.5667,72.82,95,82,5.68,NG,light rain
482,Pitimbu,-7.4706,-34.8086,77.59,85,7,10.4,BR,clear sky
483,Nishihara,26.1842,127.7558,81.68,74,40,11.5,JP,scattered clouds
484,Belmonte,-15.8631,-38.8828,74.46,85,10,7.76,BR,clear sky
485,Lafiagi,8.8667,5.4167,72.99,96,100,2.28,NG,moderate rain
486,Maumere,-8.6199,122.2111,83.5,67,100,2.01,ID,overcast clouds
487,Revelstoke,50.9832,-118.2023,66.22,68,0,3.44,CA,clear sky
488,Thurso,58.5927,-3.5259,51.85,80,95,24.47,GB,overcast clouds
489,Tambo,-14.8,-73.9167,36.28,29,34,3.76,PE,scattered clouds
490,Rio Tercero,-32.173,-64.1141,53.8,86,100,8.03,AR,light rain
491,Mogadishu,2.0371,45.3438,77.11,88,53,13.13,SO,broken clouds
492,Ust-Maya,60.4167,134.5333,26.1,74,95,7.49,RU,overcast clouds
493,Yenagoa,4.9247,6.2642,74.8,95,74,4.45,NG,moderate rain
494,Malanje,-9.5402,16.341,65.97,83,100,1.32,AO,overcast clouds
495,Atar,20.5169,-13.0499,92.71,15,32,12.46,MR,scattered clouds
496,Pasni,25.2631,63.471,77.65,84,0,6.31,PK,clear sky
497,Oktyabrskoye,43.0645,44.7417,55.54,82,100,4.47,RU,overcast clouds
498,Rudnya,54.947,31.0934,46.6,97,100,7.29,RU,overcast clouds
499,Kathmandu,27.7167,85.3167,66.42,100,75,2.3,NP,broken clouds
500,Teguldet,57.3064,88.1667,34.11,98,100,5.41,RU,light snow
501,Noumea,-22.2763,166.4572,78.78,99,100,13.4,NC,overcast clouds
502,Palmer,42.1584,-72.3287,58.77,86,100,4.61,US,light rain
503,Hermagor,46.6272,13.3672,56.55,90,96,1.86,AT,overcast clouds
504,Mangai,-4.05,19.5333,69.96,94,97,0.43,CD,light rain
505,Klaksvik,62.2266,-6.589,49.12,77,63,32.99,FO,broken clouds
506,Vengerovo,55.6848,76.7471,44.44,95,100,0.72,RU,overcast clouds
507,Ranau,5.9538,116.6641,75.79,79,69,0.63,MY,broken clouds
508,Grand-Santi,4.25,-54.3833,81.55,61,37,5.86,GF,scattered clouds
509,Tahe,52.3333,124.7333,32.68,42,33,6.44,CN,scattered clouds
510,Anzio,41.4853,12.6179,67.35,77,30,5.93,IT,scattered clouds
511,Mandalay,21.9747,96.0836,77.09,88,45,2.86,MM,scattered clouds
512,Tera,14.0078,0.7531,88.47,34,97,7.47,NE,overcast clouds
513,Port Blair,11.6667,92.75,75.24,94,75,0.0,IN,drizzle
514,Buraydah,26.326,43.975,72.05,17,0,5.48,SA,clear sky
515,Kavaratti,10.5669,72.642,80.64,78,78,13.96,IN,broken clouds
516,San Felipe,10.3399,-68.7425,73.54,97,98,2.39,VE,overcast clouds
517,Zyryanka,65.75,150.85,19.49,90,100,27.67,RU,light snow
518,Porto Murtinho,-21.6989,-57.8825,87.06,48,39,11.39,BR,scattered clouds
519,Banjar,-8.19,114.9675,79.29,87,94,6.51,ID,overcast clouds
520,Austin,30.2672,-97.7431,86.5,38,20,8.99,US,few clouds
521,Marietta,33.9526,-84.5499,68.77,55,75,5.75,US,broken clouds
522,Esna,25.2934,32.554,84.47,27,27,9.51,EG,scattered clouds
523,Celestun,20.8667,-90.4,78.96,62,2,12.5,MX,clear sky
524,General Roca,-39.0333,-67.5833,65.44,23,23,18.41,AR,few clouds
525,Mersing,2.4312,103.8405,76.91,94,40,4.61,MY,scattered clouds
526,Manga,11.6636,-1.0731,79.23,72,51,5.64,BF,broken clouds
527,Mumford,5.2618,-0.759,75.72,93,34,8.97,GH,scattered clouds
528,San Rafael,-34.6177,-68.3301,59.5,40,27,5.26,AR,scattered clouds
529,Coquimbo,-29.9533,-71.3436,55.13,94,0,8.05,CL,clear sky
530,Yuyao,30.05,121.1494,62.37,88,100,5.66,CN,overcast clouds
531,Pemangkat,1.1667,108.9667,77.13,86,99,5.17,ID,overcast clouds
532,Mananjary,-21.2167,48.3333,66.45,92,17,6.78,MG,few clouds
533,San Jose,37.3394,-121.895,85.75,46,20,8.05,US,few clouds
534,Viedma,-40.8135,-62.9967,61.77,56,26,19.33,AR,scattered clouds
535,Vrangel,42.7297,133.0839,45.93,41,0,6.96,RU,clear sky
536,Olafsvik,64.8945,-23.7142,44.42,71,100,10.83,IS,overcast clouds
537,Dovbysh,50.3733,27.9874,48.42,79,100,9.37,UA,overcast clouds
538,San Cristobal,7.7669,-72.225,71.78,96,100,1.68,VE,overcast clouds
539,Omboue,-1.5746,9.2618,75.36,89,74,6.49,GA,broken clouds
540,Boa Vista,2.8197,-60.6733,80.58,74,75,5.75,BR,heavy intensity rain
541,Haflong,25.1833,93.0333,70.59,98,91,1.66,IN,overcast clouds
542,Ponta Delgada,37.7333,-25.6667,70.5,94,20,8.05,PT,few clouds
543,Teknaf,20.8624,92.3058,77.11,89,74,3.49,BD,broken clouds
544,Takoradi,4.8845,-1.7554,75.16,93,11,7.36,GH,few clouds
545,Kilindoni,-7.9139,39.6668,75.56,72,11,13.8,TZ,few clouds
546,Cahors,44.4167,1.3333,57.42,94,0,3.02,FR,clear sky
547,Salinopolis,-0.6136,-47.3561,80.92,78,5,13.2,BR,clear sky
548,Kushima,31.4583,131.2333,74.53,75,79,7.27,JP,broken clouds
549,Mount Pleasant,32.7941,-79.8626,66.34,73,0,0.0,US,clear sky
550,Joao Pinheiro,-17.7425,-46.1725,76.59,56,27,2.37,BR,light rain
551,Huayucachi,-12.1333,-75.2333,61.3,40,72,4.03,PE,broken clouds
552,Springdale,36.1867,-94.1288,77.11,46,0,5.75,US,clear sky
553,Tura,25.5198,90.2201,71.74,97,96,2.55,IN,overcast clouds
554,Hualmay,-11.0964,-77.6139,61.41,78,18,11.54,PE,few clouds
555,Poquoson,37.1224,-76.3458,62.6,90,100,5.75,US,overcast clouds
556,Veraval,20.9,70.3667,79.59,77,66,12.19,IN,broken clouds
557,Mandalgovi,45.7625,106.2708,31.55,32,0,7.11,MN,clear sky
558,Camacha,33.0833,-16.3333,67.42,68,40,12.66,PT,scattered clouds
559,Saint-Louis,16.3333,-15.0,85.64,60,11,15.61,SN,few clouds
560,Tautira,-17.7333,-149.15,76.62,71,29,24.29,PF,scattered clouds
561,Carballo,43.213,-8.691,62.76,90,100,10.33,ES,overcast clouds
562,Whitehorse,60.7161,-135.0538,56.17,51,75,20.71,CA,broken clouds
563,Shenyang,41.7922,123.4328,39.22,75,0,4.47,CN,clear sky
564,Halifax,44.6453,-63.5724,59.45,91,100,11.5,CA,overcast clouds
565,Senador Guiomard,-10.1522,-67.7392,74.95,75,76,1.61,BR,broken clouds
566,Teeli,51.0333,90.2333,36.18,51,99,1.83,RU,overcast clouds
567,Ambon,-3.6954,128.1814,87.94,70,20,2.3,ID,few clouds
568,Thinadhoo,0.5333,72.9333,82.29,74,90,19.35,MV,overcast clouds
569,Mancio Lima,-7.6142,-72.8958,81.46,62,51,2.86,BR,broken clouds
570,Luwuk,-0.9516,122.7875,83.07,73,100,1.23,ID,overcast clouds
571,Ngunguru,-35.6167,174.5,53.24,58,73,17.76,NZ,broken clouds
572,Tromso,69.6496,18.957,42.39,87,20,3.44,NO,few clouds
573,Marrakesh,31.6315,-8.0083,73.47,49,60,5.75,MA,broken clouds
574,Conde,-7.2597,-34.9075,76.46,88,20,3.44,BR,few clouds
575,Agirish,61.9247,63.0231,42.76,84,96,4.09,RU,overcast clouds
576,Piacabucu,-10.4056,-36.4344,75.56,90,3,8.55,BR,clear sky
577,Krasnoselkup,65.7,82.4667,32.36,94,100,5.99,RU,overcast clouds
578,Serenje,-13.2325,30.2352,64.92,33,13,6.26,ZM,few clouds
579,Talaya,61.3833,152.75,16.43,89,100,11.12,RU,overcast clouds
580,Moindou,-21.6924,165.677,75.15,52,99,6.87,NC,overcast clouds
581,Coari,-4.085,-63.1414,83.71,55,89,2.89,BR,overcast clouds
582,Challapata,-18.9,-66.7667,46.02,16,13,14.47,BO,few clouds
583,Hrodna,53.6884,23.8258,48.43,87,90,9.26,BY,overcast clouds
584,Felanitx,39.4696,3.1483,66.96,79,71,4.59,ES,broken clouds
585,Dabola,10.75,-11.1167,71.64,95,70,1.57,GN,broken clouds
586,Aykhal,66.0,111.5,18.27,96,90,8.59,RU,overcast clouds
587,Razole,16.4833,81.8333,75.18,97,100,2.98,IN,overcast clouds
588,Lieksa,63.3167,30.0167,47.41,95,100,15.88,FI,overcast clouds
589,Sinegorskiy,48.0139,40.8447,50.04,72,23,5.7,RU,few clouds
590,Monrovia,6.3005,-10.7969,74.97,86,91,4.18,LR,light rain
591,Dejen,10.1667,38.1333,49.93,76,23,4.88,ET,few clouds
592,Skibbereen,51.55,-9.2667,58.1,81,3,19.22,IE,clear sky
593,Auki,-8.7676,160.7034,85.55,56,100,1.61,SB,overcast clouds
594,Hildburghausen,50.4255,10.7318,58.01,95,72,5.03,DE,broken clouds
595,Paka,4.6374,103.4368,75.13,100,20,0.0,MY,few clouds
596,Ensley,30.5188,-87.2728,75.61,72,0,5.75,US,clear sky
597,Boyolangu,-8.1181,111.8935,75.99,88,100,7.74,ID,overcast clouds
598,Izhma,65.0083,53.9113,42.84,94,100,5.41,RU,light rain
599,Ganassi,7.8269,124.1034,75.38,80,96,1.63,PH,overcast clouds
600,Hilton Head Island,32.2163,-80.7526,67.98,74,0,0.0,US,clear sky
601,Rawlins,41.7911,-107.2387,62.49,31,0,5.75,US,clear sky
602,Yeppoon,-23.1333,150.7333,74.98,67,48,13.69,AU,scattered clouds
603,Monticello,45.3055,-93.7941,68.49,78,0,3.44,US,clear sky
604,Abu Dhabi,24.4667,54.3667,87.82,83,20,3.44,AE,few clouds
605,Nadvoitsy,63.8667,34.3167,45.66,90,97,9.73,RU,overcast clouds
606,Beloha,-25.1667,45.05,67.14,82,0,2.68,MG,clear sky
607,Barghat,22.0333,79.7167,71.11,97,100,5.41,IN,overcast clouds
608,Porto Belo,-27.1578,-48.5531,65.16,87,95,6.64,BR,overcast clouds
609,Vanimo,-2.6741,141.3028,82.04,82,100,7.25,PG,overcast clouds
610,Mahon,39.8885,4.2658,68.56,83,0,5.75,ES,clear sky
611,Perpignan,42.75,2.75,64.04,94,20,5.75,FR,few clouds
612,Kargasok,59.0556,80.8572,36.41,79,98,5.61,RU,overcast clouds
613,Kadhan,24.481,68.9859,78.42,77,7,11.7,PK,clear sky
614,Ustka,54.5805,16.8619,53.65,72,13,18.37,PL,few clouds
615,Gaur,26.7667,85.2667,73.62,93,97,5.7,NP,overcast clouds
616,Lata,40.1629,-8.3327,57.92,84,33,2.01,PT,scattered clouds
617,Half Moon Bay,37.4636,-122.4286,85.57,66,0,16.11,US,clear sky
618,Doha,25.2867,51.5333,87.78,60,0,10.36,QA,clear sky
619,Kralendijk,12.15,-68.2667,82.38,83,0,6.91,BQ,clear sky
620,La Union,-5.4,-80.75,66.56,67,5,20.0,PE,clear sky
621,Nantucket,41.2835,-70.0995,62.71,95,100,13.8,US,overcast clouds
622,Shawnee,39.05,-95.7669,73.63,50,0,6.91,US,clear sky
623,Teluknaga,-6.0989,106.6381,82.63,92,20,4.61,ID,moderate rain
624,Barentu,15.1139,37.5928,75.2,37,67,1.61,ER,broken clouds
625,Ust-Koksa,50.2696,85.6108,33.37,67,82,1.79,RU,broken clouds
626,Marsh Harbour,26.5412,-77.0636,79.83,68,48,13.11,BS,scattered clouds
627,Palampur,32.1167,76.5333,61.83,63,0,5.26,IN,clear sky
628,Bria,6.5423,21.9863,67.96,99,98,3.98,CF,moderate rain
629,Sibolga,1.7427,98.7792,74.77,87,100,3.65,ID,overcast clouds
630,Makakilo City,21.3469,-158.0858,84.56,62,75,10.36,US,broken clouds
631,Ancud,-41.8697,-73.8203,49.26,95,100,27.34,CL,moderate rain
632,Malartic,48.1335,-78.1328,62.71,81,92,9.1,CA,overcast clouds
633,Batagay-Alyta,67.8006,130.4114,20.86,86,100,7.11,RU,overcast clouds
634,Beipiao,41.7919,120.7792,44.28,28,100,6.24,CN,overcast clouds
635,Kozhva,65.1073,57.0459,42.49,87,100,7.58,RU,overcast clouds
636,Kenai,60.5544,-151.2583,56.03,65,75,14.97,US,light rain
637,Honningsvag,70.9821,25.9704,44.35,76,100,14.97,NO,overcast clouds
638,Ternate,0.8,127.4,82.2,73,100,3.09,ID,overcast clouds
639,Fenelon Falls,44.5334,-78.7496,62.82,74,30,4.5,CA,scattered clouds
640,Mount Abu,24.6,72.7,70.02,51,78,3.31,IN,broken clouds
641,Moche,-8.1711,-79.0092,59.18,88,62,10.36,PE,fog
642,Jackson,42.4165,-122.8345,89.71,31,0,8.05,US,clear sky
643,Bushehr,28.9684,50.8385,87.1,60,0,7.92,IR,clear sky
644,Raglan,-37.8,174.8833,57.43,59,63,15.32,NZ,broken clouds
645,Warora,20.2333,79.0,74.62,94,100,3.91,IN,overcast clouds
646,Norfolk,42.1668,-71.2495,58.71,96,100,6.91,US,mist
647,Jinchang,38.4953,102.1739,47.19,57,13,5.55,CN,few clouds
648,Yambio,4.5721,28.3955,68.07,98,82,2.3,SS,light rain
649,Ziro,27.6333,93.8333,52.54,99,93,1.36,IN,overcast clouds
650,Rocha,-34.4833,-54.3333,54.5,92,76,7.92,UY,broken clouds
651,Kokopo,-4.352,152.2633,84.36,61,100,4.36,PG,overcast clouds
652,Mazamari,-11.3258,-74.5308,73.92,88,92,2.42,PE,overcast clouds
653,Bossangoa,6.4926,17.4552,69.53,97,95,2.24,CF,light rain
654,Carauari,-4.8828,-66.8958,83.34,60,68,3.36,BR,broken clouds
655,Aasiaat,68.7098,-52.8699,17.74,85,39,7.27,GL,scattered clouds
656,Ozinki,51.1786,49.6769,55.06,83,100,5.37,RU,overcast clouds
657,Sao Felix Do Xingu,-6.6447,-51.995,87.93,31,85,2.01,BR,overcast clouds
